id,genetics,species,finalCultivar,synonym,isConfirmed,use,country,genotypes,tree_tag_id,propertyOwner,treeSiteLocation,treeLatitude,treeLongitude,treeHeight,treeDripLine,trunkDiameter,fireBlight,fruitHanging
112,Malus,domestica,Delicious,"Cervena prevazhodna, Delicious rosso, Hawkeye, Piros Delicious, Stark Delicious",U,dessert,United States,2947,112,private,NA,40.0243,-105.2907,21,23.75,14.28125,1,1001-10000
113,Malus,domestica,Salome,NA,C,dessert,United States,3097,113,private,480 Japonica Way ,40.037,-105.2901,30,27,15.90625,1,11-100
114,Malus,domestica,Delicious,"Cervena prevazhodna, Delicious rosso, Hawkeye, Piros Delicious, Stark Delicious",C,dessert,United States,2947,114,private,3050 15 St,40.0316,-105.276,20,29,8.375,1,101-1000
115,Malus,domestica,McIntosh Summerland Red,NA,NA,cider,Canada,2968,115,private,460 Japonica Way,40.0369,-105.2901,35,NA,9.75,1,11-100
116,NA,NA,NA,NA,NA,NA,NA,NA,116,private,6775 Ute Hwy ,40.208067,-105.196977,25,32,22.234375,0,101-1000
117,NA,NA,NA,NA,C,NA,NA,NA,117,NA,6775 Ute Hwy,40.208481,-105.196986,NA,NA,NA,NA,NA
118,Malus,domestica,Delicious,"Cervena prevazhodna, Delicious rosso, Hawkeye, Piros Delicious, Stark Delicious",NA,dessert,United States,2947,118,private ,6775 Ute Hwy ,40.308722,-105.19663,9,17,20.1875,1,11-100
119,NA,NA,NA,NA,NA,NA,NA,NA,119,NA,6775 Ute Hwy,40.280702,-105.196409,NA,NA,NA,NA,NA
120,NA,NA,NA,NA,NA,NA,NA,NA,120,private ,6775 Ute Hwy ,40.208534,-105.196452,13,24,15.921875,1,101-1000
130,Malus,domestica,Delicious,"Cervena prevazhodna, Delicious rosso, Hawkeye, Piros Delicious, Stark Delicious",NA,dessert,United States,2947,130,private,NA,40.012182,-105.1498799,25,28,23.5,1,0-2
131,NA,NA,NA,NA,NA,NA,NA,NA,131,private,NA,40.0124083,-105.149775,18,21,9.0625,1,NA
132,NA,NA,NA,NA,NA,NA,NA,NA,132,private,NA,40.0141667,-105.1500744,25,12,8.6875,1,101-1000
133,NA,NA,NA,NA,NA,NA,NA,NA,133,public,Boulder Open Space,40.091214,-105.225566,15,22,6.875,0,101-1000
134,NA,NA,NA,NA,NA,NA,NA,NA,134,public,Boulder Open Space,40.09108,-105.225463,15,14,7.25,1,1001-10000
135,Malus,domestica,Wealthy,Lelsy,C,"dessert, cooking, cider",United States,3050,135,public,Boulder Open Space,40.0912457,-105.2254552,12,16,20.9375,1,NA
136,Malus,domestica,Delicious,"Cervena prevazhodna, Delicious rosso, Hawkeye, Piros Delicious, Stark Delicious",C,dessert,United States,2947,136,private ,3373 4th St ,40.037,-105.2921,25,20.25,11.75,1,11-100
137,Malus,domestica,Delicious,"Cervena prevazhodna, Delicious rosso, Hawkeye, Piros Delicious, Stark Delicious",C,dessert,United States,2947,137,private ,3373 4th St ,40.037,-105.2921,14.5,27.2083,12.15625,1,101-1000
138,Malus,domestica,Delicious,"Cervena prevazhodna, Delicious rosso, Hawkeye, Piros Delicious, Stark Delicious",NA,dessert,United States,2947,138,private,3373 4th St ,40.037,-105.2921,10,17.42,6.828125,0,11-100
145,Malus,domestica,Delicious,"Cervena prevazhodna, Delicious rosso, Hawkeye, Piros Delicious, Stark Delicious",NA,dessert,United States,2947,145,NA,902 Grant Place,40.0038,-105.2827,NA,NA,NA,NA,NA
146,NA,NA,NA,NA,NA,NA,NA,NA,146,NA,774 Grant Place,40.0013277,-105.2827,NA,NA,NA,NA,NA
147,NA,NA,UNK_Morp_2lwt00b,NA,NA,NA,NA,NA,147,private,977 7th St.,40.0052034,-105.2857466,24,31,17.75,0,11-100
148,Malus,hybrid,Irene,NA,NA,NA,NA,3204,148,public,Smiths Park,40.0044,-105.2877,30,36,15.25,0,101-1000
149,NA,NA,NA,NA,NA,NA,NA,NA,149,public,Colombia Cemetary ,40.0085,-105.2823,17,19.67,8.25,1,101-1000
161,NA,NA,NA,NA,C,NA,NA,NA,161,private,"6775 Ute, Longmont",40.2086436,-105.1964257,12.5,13,12.375,1,11-100
162,Malus,domestica,Delicious,"Cervena prevazhodna, Delicious rosso, Hawkeye, Piros Delicious, Stark Delicious",U,dessert,United States,2947,162,private,"6775 Ute, Longmont",40.2060813,-105.1932898,12,18,13.25,1,11-100
163,Malus,domestica,Haralson,NA,NA,"dessert, cooking",United States,3196,163,private,"6775 Ute, Longmont",40.2060813,-105.1932898,8.5,9,5.75,0,11-100
164,Malus,domestica,Lodi,"Early Golden, Golden Lodi, Improved Yellow Transparent, Large Transparent",C,cooking,United States,3013,164,,close to 2640 Iliff,39.9704,-105.2586,NA,NA,NA,NA,NA
165,Malus,domestica,Delicious,"Cervena prevazhodna, Delicious rosso, Hawkeye, Piros Delicious, Stark Delicious",NA,dessert,United States,2947,165,private,2190 Linden,40.0404,-105.2685,17,24.083,11.03125,0,101-1000
166,NA,NA,NA,NA,NA,NA,NA,NA,166,private,2190 Linden,40.0403,-105.269,20,27.92,10.640625,0,101-1000
167,NA,NA,NA,NA,C,NA,NA,NA,167,private,2190 Linden,40.0401,-105.2687,NA,18.083,8.34375,0,11-100
168,Malus,domestica,McIntosh Summerland Red,NA,U,cider,Canada,2968,168,private,821 Mapleton,40.0209,-105.2857,35,50.083,18.625,0,0-2
169,Malus,domestica,Wealthy,Lelsy,NA,"dessert, cooking, cider",United States,3050,169,private,821 Mapleton,40.0213,-105.2851,30,29.83,8.5625,0,0
170,Malus,domestica,McIntosh Summerland Red,NA,U,cider,Canada,2968,170,private,821 Mapleton,40.0207,-105.2854,30,24.33,11.78125,1,0
171,Malus,domestica,Lodi,"Early Golden, Golden Lodi, Improved Yellow Transparent, Large Transparent",NA,cooking,United States,3013,171,private,609 E. Simpson,39.998,-105.0831,25,27.83,12.03125,1,11-100
172,Malus,hybrid,Dolgo,Dolgo,NA,NA,Former Soviet Union,3325,172,Public,"NW of regent admin center on CU campus, the tree we typically train students at with oblong fruit (sour)",40.004117,-105.267646,,,,,
173,Malus,hybrid,Whitney Crab,NA,NA,NA,United States,3102,173,Public,"SE side of wardenburg health in Rocky median between road and parking area, across St from Cheyenne Arapaho hall, green sour fruit",40.005162,-105.268398,,,,,
174,NA,NA,NA,NA,C,NA,NA,NA,174,Public,"W of Broadway bike path, east side of broadway road, far w end of norlin quad.",40.008477,-105.275323,,,,,
175,Malus,domestica,Grimes Golden,"Doree de Grimes, Grimes, Grimes Goldapfel, Grimes Golden Pippin, Grimes Yellow Pippin",NA,"cider, cooking, dessert",United States,3248,175,public,or homestead near (illegible),39.9394991,-105.2618826,10.5,22.6,5.75,1,11-100
176,Malus,x adstringens,Hopa,NA,NA,NA,United States,3051,176,Public,"NW side of anthropology building, one tree by electrical box that is taggedd, 3 more likely of same 20 ft W",40.009292,-105.275394,,,,,
177,Malus,hybrid,Dolgo,Dolgo,NA,NA,Former Soviet Union,3325,177,Public,"S side of university, E of Broadway, 2 trees, tagged the Eastern ond",40.010419,-105.276414,,,,,
178,NA,NA,NA,NA,NA,NA,NA,NA,178,Public,"S side of Boulder Creek path, just W of folsom",40.011552,-105.263686,NA,NA,NA,NA,NA
205,NA,NA,NA,NA,NA,NA,NA,NA,205,NA,2218 Bluebell Ave,39.9971746,-105.2625255,NA,NA,NA,NA,NA
206,NA,NA,NA,NA,NA,NA,NA,NA,206,NA,Cabin 811 Chautauqua Park,39.9954,-105.2823,20,32,20.375,0,11-100
220,NA,NA,NA,NA,U,NA,NA,NA,220,public,Boulder Hills ,40.1304,-105.2171,25,46,14.5,1,1001-10000
223,Malus,domestica,Grimes Golden,"Doree de Grimes, Grimes, Grimes Goldapfel, Grimes Golden Pippin, Grimes Yellow Pippin",U,"cider, cooking, dessert",United States,3248,223,private,"1108 8th Ave, Longmont",40.1725,-105.1106,12.5,19,15.5,1,11-100
224,Malus,domestica,Delicious,"Cervena prevazhodna, Delicious rosso, Hawkeye, Piros Delicious, Stark Delicious",U,dessert,United States,2947,224,private,"1108 8th Ave, Longmont",40.1725,-105.1107,15,24,16.25,1,0-2
225,Malus,domestica,Delicious,"Cervena prevazhodna, Delicious rosso, Hawkeye, Piros Delicious, Stark Delicious",NA,dessert,United States,2947,225,private,"12730 N 66th St, Longmont",40.2057,-105.199,18,21,10.25,1,0-2
226,NA,NA,NA,NA,NA,NA,NA,NA,226,NA,"12730 N 66th St, Longmont",40.2055,-105.1989,NA,NA,NA,NA,NA
227,NA,NA,NA,NA,NA,NA,NA,NA,227,NA,"12730 N 66th St, Longmont",40.2056,-105.1989,NA,NA,NA,NA,NA
228,NA,NA,NA,NA,NA,NA,NA,NA,228,private,"12730 N 66th St, Longmont",40.2056,-105.1989,20,15,32.125,1,101-1000
235,NA,NA,NA,NA,NA,NA,NA,NA,235,public,table mesa near bridge,39.939331,-105.25781,12,16,2.9375,1,11-100
236,Malus,domestica,Winesap,NA,NA,NA,NA,32541,236,public,table mesa near bridge,39.939331,-105.25781,15,14,3.9375,0,101-1000
237,NA,NA,NA,NA,C,NA,NA,NA,237,private ,825 inca parkway ,40.0018426,-105.2405557,20,30,9.875,0,11-100
238,Malus,domestica,Fameuse,NA,C,NA,NA,2981,238,private ,185 S 34th St,39.9901315,-105.253439,35,45,19.75,0,11-100
239,Malus,domestica,Wealthy,Lelsy,NA,"dessert, cooking, cider",United States,3050,239,private ,315 20th St,39.9967,-105.2674,12,16,2.24,0,101-1000
240,NA,NA,NA,NA,NA,NA,NA,NA,240,NA,6775 Ute Hwy,40.208,-105.1956,NA,NA,NA,NA,NA
241,NA,NA,NA,NA,U,NA,NA,NA,241,NA,6775 Ute Hwy,40.2086,-105.1964,NA,NA,NA,NA,NA
242,Malus,domestica,Duchess/Borowitsky,NA,C,NA,United Kingdom,3251,242,private,"6775 Ute, Longmont",40.2086,-105.1957,17,21,19.375,1,11-100
243,Malus,domestica,Ben Davis,"New York Pippin, Kentucky Red",NA,"dessert, cider",United States,3136,243,private,"6775 Ute, Longmont",40.207,-105.1964,7,10.25,6.21875,0,11-100
244,NA,NA,NA,NA,NA,NA,NA,NA,244,private,"6775 Ute, Longmont",40.2067,-105.1971,12,12.4167,5.25,0,11-100
245,NA,NA,NA,NA,U,NA,NA,NA,245,NA,6775 Ute Hwy,40.208,-105.1956,NA,NA,NA,NA,NA
246,Malus,domestica,Lodi,"Early Golden, Golden Lodi, Improved Yellow Transparent, Large Transparent",NA,cooking,United States,3013,246,private,"6775 Ute, Longmont",40.2086,-105.1957,15,20.4167,10.8125,1,11-100
247,NA,NA,NA,NA,U,NA,NA,NA,247,NA,6775 Ute Hwy,40.2088,-105.1964,NA,NA,NA,NA,NA
248,Malus,domestica,Korei,NA,NA,dessert,Japan,1910,248,private,"6775 Ute, Longmont",40.2101,-105.1959,9,12.5,5.75,0,11-100
249,NA,NA,NA,NA,NA,NA,NA,NA,249,NA,6775 Ute Hwy,40.208,-105.1956,NA,NA,NA,NA,NA
250,NA,NA,UNK_MT4_Clon (Montana),NA,NA,NA,NA,NA,250,private,1035 Roxwood,40.006243,-105.22583,24,20.5,11.94,1,101-1000
251,Malus,domestica,Delicious,"Cervena prevazhodna, Delicious rosso, Hawkeye, Piros Delicious, Stark Delicious",NA,dessert,United States,2947,251,NA,8716 Arapahoe ,40.0144327,-105.1496902,NA,NA,NA,NA,NA
252,Malus,domestica,Glenorchie,NA,NA,NA,Canada,1612,252,private,5973 Indian,40.0329684,-105.2142486,26,15.75,11.0625,1,11-100
253,NA,NA,NA,NA,NA,NA,NA,NA,253,NA,NA,40.0327492,-105.2122457,36.0892,121.391,10.75,0,101-1000
254,NA,NA,NA,NA,NA,NA,NA,NA,254,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,NA,NA,NA,NA,NA,NA,NA,NA,256,NA,"5169 Ute Hwy, Longmont",40.2114,-105.2325,NA,NA,NA,NA,NA
257,NA,NA,NA,NA,NA,NA,NA,NA,257,private,8716 Arapahoe,40.0144327,-105.1496902,26.2467,88.5827,6.5,1,101-1000
258,NA,NA,NA,NA,NA,NA,NA,NA,258,NA,6775 Ute Hwy,40.2069,-105.1957,NA,NA,NA,NA,NA
259,NA,NA,NA,NA,NA,NA,NA,NA,259,NA,6775 Ute Hwy,40.2069,-105.1957,NA,NA,NA,NA,NA
260,NA,NA,NA,NA,C,NA,NA,NA,260,NA,6775 Ute Hwy,40.2069,-105.1957,NA,NA,NA,NA,NA
261,Malus,domestica,Delicious,"Cervena prevazhodna, Delicious rosso, Hawkeye, Piros Delicious, Stark Delicious",C,dessert,United States,2947,261,private,"6775 Ute, Longmont",40.2065,-105.1986,9,10.75,2.9375,1,11-100
262,Malus,domestica,Golden Delicious,NA,NA,NA,NA,3026,262,private,5973 Indian,40.0329684,-105.2142486,29.5276,NA,11.25,0,11-100
264,Malus,domestica,Delicious,"Cervena prevazhodna, Delicious rosso, Hawkeye, Piros Delicious, Stark Delicious",U,dessert,United States,2947,264,NA,8716 Arapahoe ,40.0144327,-105.1496902,NA,NA,NA,NA,NA
280,Malus,domestica,Delicious,"Cervena prevazhodna, Delicious rosso, Hawkeye, Piros Delicious, Stark Delicious",NA,dessert,United States,2947,280,private,"5169 Ute, Longmont",40.2114,-105.2324,12,5.583,5.28125,1,11-100
281,NA,NA,NA,NA,NA,NA,NA,NA,281,NA,"5169 Ute Hwy, Longmont",40.213951,-105.2324755,NA,NA,NA,NA,NA
282,NA,NA,NA,NA,NA,NA,NA,NA,282,NA,"5169 Ute Hwy, Longmont",40.2116076,-105.2323515,NA,NA,NA,NA,NA
283,NA,NA,NA,NA,NA,NA,NA,NA,283,NA,"5169 Ute Hwy, Longmont",40.21152,-105.2328616,NA,NA,NA,NA,NA
284,NA,NA,NA,NA,C,NA,NA,NA,284,NA,"5169 Ute Hwy, Longmont",40.2116322,-105.2324698,NA,NA,NA,NA,NA
285,Malus,domestica,Delicious,"Cervena prevazhodna, Delicious rosso, Hawkeye, Piros Delicious, Stark Delicious",U,dessert,United States,2947,285,private,"5169 Ute, Longmont",40.2118598,-105.2326888,25,30,17.5,0,1001-10000
286,Malus,domestica,Delicious,"Cervena prevazhodna, Delicious rosso, Hawkeye, Piros Delicious, Stark Delicious",NA,dessert,United States,2947,286,private,"5169 Ute, Longmont",40.212038,-105.2325027,13,10,10.03125,1,101-1000
287,NA,NA,NA,NA,NA,NA,NA,NA,287,NA,"5169 Ute Hwy, Longmont",40.2125357,-105.2329288,NA,NA,NA,NA,NA
288,NA,NA,NA,NA,NA,NA,NA,NA,288,NA,"5169 Ute Hwy, Longmont",40.2111,-105.2328,NA,NA,NA,NA,NA
289,NA,NA,NA,NA,NA,NA,NA,NA,289,NA,"5169 Ute Hwy, Longmont",40.2111,-105.2328,NA,NA,NA,NA,NA
290,NA,NA,NA,NA,NA,NA,NA,NA,290,NA,"5169 Ute Hwy, Longmont",40.2111,-105.2328,NA,NA,NA,NA,NA
292,NA,NA,NA,NA,C,NA,NA,NA,292,NA,Silver Ditch,40.0342404,-105.2925587,NA,NA,NA,NA,NA
293,Malus,domestica,Delicious,"Cervena prevazhodna, Delicious rosso, Hawkeye, Piros Delicious, Stark Delicious",NA,dessert,United States,2947,293,private,8350 Lefthand,40.07834,-105.385231,14,11,9.3125,0,101-1000
294,NA,NA,NA,NA,NA,NA,NA,NA,294,NA,Silver Ditch,40.03386,-105.29237,NA,NA,NA,NA,NA
295,NA,NA,NA,NA,NA,NA,NA,NA,295,private,2602 Pine St.,40.0236,-105.2613,25,16,12.78125,0,11-100
296,NA,NA,NA,NA,C,NA,NA,NA,296,private ,634 Pine St. ,40.0183,-105.2875,40,25,20.4375,0,0-2
297,Malus,domestica,Ben Davis,"New York Pippin, Kentucky Red",C,"dessert, cider",United States,3136,297,private,444 Concord ,40.0225,-105.2904,40,25,10.1875,1,1001-10000
298,Malus,domestica,Ben Davis,"New York Pippin, Kentucky Red",NA,"dessert, cider",United States,3136,298,private,505 Alpine Ave,40.0257,-105.2898,25,17,24.875,0,11-100
299,NA,NA,NA,NA,NA,NA,NA,NA,299,private,2455 Broadway,40.0227,-105.282,25,25,28.671875,1,11-100
300,NA,NA,NA,NA,NA,NA,NA,NA,300,private,Eldorado Tunnel,40.056906,-105.370163,8,5,1.27,0,NA
301,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,"217 Gold Run Rd, 80302",40.050786,-105.374881,NA,30,13.38,1,NA
302,NA,NA,NA,NA,NA,NA,NA,NA,302,public,Maxwell Park,40.042101,-105.286336,18,15,1.27,0,NA
303,NA,NA,NA,NA,U,NA,NA,NA,303,private,"9536 Schlagel St Longmont, CO 80503",40.1477,-105.1466,21,25,17.68,1,NA
304,Malus,domestica,Wealthy,Lelsy,NA,"dessert, cooking, cider",United States,3050,304,private,249 Carricaburu Rd.,42.3962748,-111.0485071,16,11,11.94,0,NA
305,NA,NA,NA,NA,C,NA,NA,NA,305,,,,,,,,,
306,Malus,domestica,Haralson,NA,C,"dessert, cooking",United States,3196,306,private,345 S. 40th 80305,39.9878054,-105.2473176,17,30,6.69,1,NA
307,Malus,domestica,Delicious,"Cervena prevazhodna, Delicious rosso, Hawkeye, Piros Delicious, Stark Delicious",NA,dessert,United States,2947,307,private,3065 15th St.,40.0320309,-105.2764943,23.167,37,1.8,0,NA
308,NA,NA,NA,NA,C,NA,NA,NA,308,private,2150 Orchard Ave.,40.045622,-105.267917,22,21,12.6,0,NA
310,Malus,domestica,Red Baron,NA,NA,NA,United States,3049,310,public,boulder open space ,40.0546,-105.1961,25,43.75,30,1,10000-
311,NA,NA,NA,NA,NA,NA,NA,NA,311,public,boulder open space ,40.0557,-105.196,25,35.167,19.875,1,1001-10000
312,NA,NA,NA,NA,C,NA,NA,NA,312,public,boulder open space ,40.0578,-105.1949,22,33.5,22.75,1,11-100
313,Malus,domestica,Jonathan,"Esopus Spitzenberg, King Philip, Philip Rick, Ulster Seedling",NA,"dessert, cider",United States,3023,313,public,boulder open space ,40.0562,-105.1976,32,33.167,18.3125,1,101-1000
314,NA,NA,UNK_MT4_Clon (Montana),NA,NA,NA,NA,NA,314,public,boulder open space ,40.0661,-105.2484,25,18.67,6.875,1,11-100
315,NA,NA,NA,NA,NA,NA,NA,NA,315,public,boulder open space ,40.066,-105.2483,20,20.6,16.4375,1,0-2
316,Malus,domestica,Golden Delicious,NA,NA,NA,NA,3026,316,public,boulder open space ,40.066,-105.2484,20,14.33,12.4375,1,0-2
317,NA,NA,NA,NA,NA,NA,NA,NA,317,public,boulder open space ,40.065723,-105.247857,NA,NA,NA,NA,NA
325,NA,NA,NA,NA,NA,NA,NA,NA,325,NA,S Boulder Creek Path ,40.0040241,-105.2164333,NA,NA,NA,NA,NA
327,NA,NA,NA,NA,NA,NA,NA,NA,327,NA,S Boulder Creek Path ,40.0040066,-105.2164742,NA,NA,NA,NA,NA
328,NA,NA,NA,NA,NA,NA,NA,NA,328,private,S Boulder Creek Path ,40.0039851,-105.2164973,NA,NA,NA,NA,NA
329,Malus,domestica,Arkansas Black,Ark Black,NA,"cider, cooking",United States,2975,329,private,14th and Norwood,40.0446187,-105.2806046,82.021,49.2126,8.5,1,3-10
330,Malus,domestica,Golden Delicious,NA,NA,NA,NA,3026,330,private,14th and Norwood,40.044675,-105.286886,82.021,20,NA,1,0-2
